Taxon;Vials;Specimens;CollID;TrapID
Megamerinidae;0;0;1300;61
Micropezidae;0;0;1300;61
Milichiidae;1;1;1300;61
Muscidae;1;7;1300;61
Nycteribiidae;0;0;1300;61
Odiniidae;0;0;1300;61
Oestridae;0;0;1300;61
Opetiidae;0;0;1300;61
Opomyzidae;0;0;1300;61
Pallopteridae;0;0;1300;61
Periscelididae;0;0;1300;61
Phaeomyiidae;0;0;1300;61
Phoridae;0;0;1300;61
Piophilidae;0;0;1300;61
Pipunculidae;1;3;1300;61
Platypezidae;1;1;1300;61
Platystomatidae;0;0;1300;61
Pseudopomyzidae;0;0;1300;61
Psilidae;0;0;1300;61
Rhagionidae;0;0;1300;61
Rhinophoridae;0;0;1300;61
Sarcophagidae;0;0;1300;61
Scathophagidae;1;1;1300;61
Scenopinidae;0;0;1300;61
Sciomyzidae;0;0;1300;61
Sepsidae;0;0;1300;61
Sphaeroceridae;1;1;1300;61
Stenomicridae;0;0;1300;61
Stratiomyidae;0;0;1300;61
Strongylophthalmyiidae;0;0;1300;61
Syrphidae;1;1;1300;61
Tabanidae;0;0;1300;61
Tachinidae;1;1;1300;61
Tanypezidae;0;0;1300;61
Tephritidae;0;0;1300;61
Tethinidae;0;0;1300;61
Therevidae;0;0;1300;61
Trixoscelididae;0;0;1300;61
Ulidiidae;0;0;1300;61
Xylomyidae;0;0;1300;61
Xylophagidae;0;0;1300;61
Acarthophthalmidae ;1;3;1328;1001
Acroceridae;0;0;1328;1001
Agromyzidae;1;174;1328;1001
Anthomyiidae;3;142;1328;1001
Anthomyzidae;0;0;1328;1001
Asilidae;1;1;1328;1001
Asteiidae;1;1;1328;1001
Athericidae;0;0;1328;1001
Aulacigasteridae;1;7;1328;1001
Bombyliidae;0;0;1328;1001
Brachystomatidae;0;0;1328;1001
Braulidae;0;0;1328;1001
Calliphoridae;1;5;1328;1001
Camillidae;0;0;1328;1001
Campichoetidae;0;0;1328;1001
Carnidae;1;1;1328;1001
Chamaemyiidae;1;10;1328;1001
Chiropteromyzidae;0;0;1328;1001
Chloropidae;1;60;1328;1001
Chyromyidae;0;0;1328;1001
Clusiidae;1;5;1328;1001
Coelopidae;0;0;1328;1001
Coenomyiidae;0;0;1328;1001
Conopidae;0;0;1328;1001
Diastatidae;0;0;1328;1001
Dolichopodidae;1;66;1328;1001
Drosophilidae;1;16;1328;1001
Dryomyzidae;0;0;1328;1001
Empidoidea;4;1646;1328;1001
Ephydridae;1;2;1328;1001
Fanniidae;1;62;1328;1001
Gasterophilidae;0;0;1328;1001
Helcomyzidae;0;0;1328;1001
Heleomyzidae;1;14;1328;1001
Heterocheilidae;0;0;1328;1001
Hippoboscidae;0;0;1328;1001
Hypodermatidae;0;0;1328;1001
Lauxaniidae;1;15;1328;1001
Lonchaeidae;1;14;1328;1001
Lonchopteridae;1;20;1328;1001
Megamerinidae;0;0;1328;1001
Micropezidae;1;1;1328;1001
Milichiidae;0;0;1328;1001
Muscidae;3;91;1328;1001
Nycteribiidae;0;0;1328;1001
Odiniidae;0;0;1328;1001
Oestridae;0;0;1328;1001
Opetiidae;0;0;1328;1001
Opomyzidae;0;0;1328;1001
Pallopteridae;0;0;1328;1001
Periscelididae;0;0;1328;1001
Phaeomyiidae;0;0;1328;1001
Phoridae;0;0;1328;1001
Piophilidae;1;1;1328;1001
Pipunculidae;1;12;1328;1001
Platypezidae;0;0;1328;1001
Platystomatidae;0;0;1328;1001
Pseudopomyzidae;0;0;1328;1001
Psilidae;1;5;1328;1001
Rhagionidae;0;0;1328;1001
Rhinophoridae;0;0;1328;1001
Sarcophagidae;1;3;1328;1001
Scathophagidae;2;104;1328;1001
Scenopinidae;0;0;1328;1001
Sciomyzidae;1;2;1328;1001
Sepsidae;1;4;1328;1001
Sphaeroceridae;1;71;1328;1001
Stenomicridae;0;0;1328;1001
Stratiomyidae;1;5;1328;1001
Strongylophthalmyiidae;0;0;1328;1001
Syrphidae;3;253;1328;1001
Tabanidae;0;0;1328;1001
Tachinidae;1;37;1328;1001
Tanypezidae;0;0;1328;1001
Tephritidae;0;0;1328;1001
Tethinidae;0;0;1328;1001
Therevidae;0;0;1328;1001
Trixoscelididae;0;0;1328;1001
Ulidiidae;0;0;1328;1001
Xylomyidae;0;0;1328;1001
Xylophagidae;1;1;1328;1001
Acarthophthalmidae ;0;0;1329;1001
Acroceridae;0;0;1329;1001
Agromyzidae;1;221;1329;1001
Anthomyiidae;2;106;1329;1001
Anthomyzidae;0;0;1329;1001
Asilidae;1;2;1329;1001
Asteiidae;0;0;1329;1001
Athericidae;0;0;1329;1001
Aulacigasteridae;0;0;1329;1001
Bombyliidae;0;0;1329;1001
Brachystomatidae;0;0;1329;1001
Braulidae;0;0;1329;1001
Calliphoridae;1;5;1329;1001
Camillidae;0;0;1329;1001
Campichoetidae;0;0;1329;1001
Carnidae;0;0;1329;1001
Chamaemyiidae;1;2;1329;1001
Chiropteromyzidae;0;0;1329;1001
Chloropidae;1;31;1329;1001
Chyromyidae;0;0;1329;1001
Clusiidae;1;6;1329;1001
Coelopidae;0;0;1329;1001
Coenomyiidae;0;0;1329;1001
Conopidae;0;0;1329;1001
Diastatidae;0;0;1329;1001
Dolichopodidae;3;375;1329;1001
Drosophilidae;1;5;1329;1001
Dryomyzidae;0;0;1329;1001
Empidoidea;2;510;1329;1001
Ephydridae;1;9;1329;1001
Fanniidae;1;22;1329;1001
Gasterophilidae;0;0;1329;1001
Helcomyzidae;0;0;1329;1001
Heleomyzidae;1;5;1329;1001
Heterocheilidae;0;0;1329;1001
Hippoboscidae;0;0;1329;1001
Hypodermatidae;0;0;1329;1001
Lauxaniidae;1;12;1329;1001
Lonchaeidae;1;9;1329;1001
Lonchopteridae;1;3;1329;1001
Megamerinidae;0;0;1329;1001
Micropezidae;1;9;1329;1001
Milichiidae;0;0;1329;1001
Muscidae;2;97;1329;1001
Nycteribiidae;0;0;1329;1001
Odiniidae;0;0;1329;1001
Oestridae;0;0;1329;1001
Opetiidae;1;3;1329;1001
Opomyzidae;1;1;1329;1001
Pallopteridae;0;0;1329;1001
Periscelididae;0;0;1329;1001
Phaeomyiidae;0;0;1329;1001
Phoridae;0;0;1329;1001
Piophilidae;0;0;1329;1001
Pipunculidae;1;33;1329;1001
Platypezidae;0;0;1329;1001
Platystomatidae;0;0;1329;1001
Pseudopomyzidae;0;0;1329;1001
Psilidae;1;8;1329;1001
Rhagionidae;2;29;1329;1001
Rhinophoridae;1;1;1329;1001
Sarcophagidae;1;9;1329;1001
Scathophagidae;1;17;1329;1001
Scenopinidae;0;0;1329;1001
Sciomyzidae;1;2;1329;1001
Sepsidae;1;6;1329;1001
Sphaeroceridae;1;49;1329;1001
Stenomicridae;0;0;1329;1001
Stratiomyidae;1;15;1329;1001
Strongylophthalmyiidae;0;0;1329;1001
Syrphidae;3;134;1329;1001
Tabanidae;1;3;1329;1001
Tachinidae;1;18;1329;1001
Tanypezidae;0;0;1329;1001
Tephritidae;0;0;1329;1001
Tethinidae;0;0;1329;1001
Therevidae;0;0;1329;1001
Trixoscelididae;1;2;1329;1001
Ulidiidae;0;0;1329;1001
Xylomyidae;0;0;1329;1001
Xylophagidae;1;1;1329;1001
Acarthophthalmidae ;1;5;1420;1005
Acroceridae;0;0;1420;1005
Agromyzidae;1;83;1420;1005
Anthomyiidae;2;168;1420;1005
Anthomyzidae;1;2;1420;1005
